"position","wealth","industry","full_name","age","country_of_residence","city_of_residence","source","citizenship","gender"
2133,1300,"Manufacturing","Seifeddin Rustamov",60,"United States","Unknown","Chemicals","Russia","M"
2133,1300,"Diversified","Deniz Sahenk",77,"Turkey","Istanbul","Diversified","Turkey","F"
2133,1300,"Food & Beverage","Nobutada Saji",77,"Japan","Tokyo","Beverages","Japan","M"
2133,1300,"Gambling & Casinos","Hajime Satomi",81,"Japan","Tokyo","Video games, pachinko","Japan","M"
2133,1300,"Technology","James Scapa",66,"United States","Atherton","Software","United States","M"
2133,1300,"Healthcare","Devi Shetty",70,"India","Bangalore","Healthcare","India","M"
2133,1300,"Diversified","Albert Shigaboutdinov",70,"Russia","Kazan","Refinery, chemicals","Russia","M"
2133,1300,"Food & Beverage","Denis Shtengelov",50,"Australia","Gold Coast","Food, retail","Russia","M"
2133,1300,"Manufacturing","Fei Song",56,"China","Yantai","Machinery","China","M"
2133,1300,"Sports","Hal Steinbrenner",54,"United States","Tampa","Sports","United States","M"
2133,1300,"Sports","Jessica Steinbrenner",59,"United States","Tampa","Sports","United States","F"
2133,1300,"Sports","Jennifer Steinbrenner Swindal",63,"United States","Tampa","Sports","United States","F"
2133,1300,"Metals & Mining","Konstantin Strukov & family",64,"Russia","Chelyabinsk","Gold, coal mining","Russia","M"
2133,1300,"Energy","Rustem Sulteev",69,"Russia","Kazan","Refinery, chemicals","Russia","M"
2133,1300,"Food & Beverage","Clemens Toennies",66,"Germany","Rheda-Wiedenbrück","Meat processing","Germany","M"
2133,1300,"Food & Beverage","Robert Toennies",44,"Germany","Rheda-Wiedenbrück","Meat processing","Germany","M"
2133,1300,"Real Estate","John Van Lieshout",77,"Australia","Brisbane","Real estate","Australia","M"
2133,1300,"Healthcare","Pongsak Viddayakorn",89,"Thailand","Bangkok","Hospitals","Thailand","M"
2133,1300,"Fashion & Retail","Wang Jianguo",63,"China","Nanjing","Retail","China","M"
2133,1300,"Service","Junjin Wang",54,"China","Shanghai","Airline","China","M"
2133,1300,"Manufacturing","Wang Mingwang",55,"China","Shenzhen","Electronics components","China","M"
2133,1300,"Technology","Wei Lidong & family",47,"China","Shanghai","Software","China","M"
2133,1300,"Fashion & Retail","Myron Wentz",83,"Cayman Islands","Grand Cayman","Health products","St. Kitts and Nevis","M"
2133,1300,"Manufacturing","Wu Xiaoge",50,"China","Chengdu","Battery components","China","F"
2133,1300,"Diversified","Wu Xushun & family",74,"China","Wuhu","Internet","China","M"
2133,1300,"Healthcare","Xiong Xiaochuan",57,"China","Shenzhen","Medical devices","China","M"
2133,1300,"Technology","Xu Shaochun",60,"China","Shenzhen","Software","China","M"
2133,1300,"Technology","Yan Jane & family",53,"China","Beijing","Software","China","F"
2133,1300,"Manufacturing","Zeng Chaoyi",54,"China","Changsha","Aluminum products","China","M"
2133,1300,"Service","Peng Zhao",52,"China","Beijing","Online recruitment","China","M"
2133,1300,"Service","Zhao Tongtong",56,"Hong Kong","Hong Kong","Hotels","Canada","F"
2133,1300,"Metals & Mining","Kostyantin Zhevago",49,"Ukraine","Kiev","Mining","Ukraine","M"
2133,1300,"Manufacturing","Zong Yanmin",59,"China","Jinan","Semiconductor materials","China","M"
2259,1200,"Finance & Investments","Sanjay Agarwal",52,"India","Jaipur","Banking","India","M"
2259,1200,"Finance & Investments","Hamad bin Jassim bin Jaber Al Thani",63,"Qatar","Doha","Investments","Qatar","M"
2259,1200,"Diversified","Joao Alves de Queiroz Filho",70,"Brazil","São Paulo","Pharmaceuticals","Brazil","M"
2259,1200,"Metals & Mining","Jose Maria Aristrain",60,"Switzerland","Gstaad","Steel","Spain","M"
2259,1200,"Finance & Investments","Michael Arougheti",50,"United States","Nyack","Finance","United States","M"
2259,1200,"Technology","Tope Awotona",41,"United States","Atlanta","Software","United States","M"
2259,1200,"Healthcare","Mehmet Aydinlar",66,"Turkey","Istanbul","Hospitals","Turkey","M"
2259,1200,"Real Estate","Danna Azrieli",55,"Israel","Herzliya","Real estate","Israel","F"
2259,1200,"Real Estate","Naomi Azrieli",57,"Canada","Toronto","Real estate","Canada","F"
2259,1200,"Real Estate","Sharon Azrieli",62,"Canada","Montreal","Real estate","Canada","F"
2259,1200,"Energy","Bai Houshan",59,"China","Ningbo","Lithium battery","China","M"
2259,1200,"Finance & Investments","Thomas Bailey",86,"United States","Aspen","Money management","United States","M"
2259,1200,"Healthcare","Bernhard Braun-Luedicke",46,"Germany","Melsungen","Medical technology","Germany","M"
2259,1200,"Healthcare","Eva Maria Braun-Luedicke",36,"Germany","Melsungen","Medical technology","Germany","F"
2259,1200,"Healthcare","Friederike Braun-Luedicke",39,"Germany","Melsungen","Medical technology","Germany","F"
2259,1200,"Real Estate","Jeffrey Cheah",78,"Malaysia","Kuala Lumpur","Property, healthcare","Malaysia","M"
2259,1200,"Food & Beverage","Chen Xianbao & family",63,"China","Hefei","Food","China","M"
2259,1200,"Healthcare","Cheng Xianfeng",54,"China","Hefei","Pharmaceuticals","China","M"
2259,1200,"Fashion & Retail","Chung Yong-jin",54,"South Korea","Seoul","Retail","South Korea","M"
2259,1200,"Service","Darwin Deason",82,"United States","Dallas","Software","United States","M"
2259,1200,"Fashion & Retail","Diego Della Valle",69,"Italy","Sant'' Elpidio A Mare","Shoes","Italy","M"
2259,1200,"Manufacturing","Ashwin Desai",71,"India","Surat","Specialty chemicals","India","M"
2259,1200,"Media & Entertainment","Richard Desmond",71,"United Kingdom","London","Publishing","United Kingdom","M"
2259,1200,"Fashion & Retail","Ding Shui Po",52,"China","Quanzhou","Sneakers, sportswear","China","M"
2259,1200,"Fashion & Retail","Sefik Yilmaz Dizdar",85,"Turkey","Istanbul","Fashion retail","Turkey","M"
2259,1200,"Media & Entertainment","Mathias Doepfner",60,"Germany","Potsdam","Media","Germany","M"
2259,1200,"Manufacturing","Farhad Ebrahimi",84,"United States","Denver","Solar panels","United States","M"
2259,1200,"Diversified","Jose Roberto Ermirio de Moraes",65,"Brazil","Sao Paulo","Diversified","Brazil","M"
2259,1200,"Diversified","Jose Ermirio de Moraes Neto",70,"Brazil","Sao Paulo","Diversified","Brazil","M"
2259,1200,"Manufacturing","Fang Hongbo",56,"China","Shunde","Home appliances","China","M"
2259,1200,"Manufacturing","David Feffer",66,"Brazil","São Paulo","Pulp and paper","Brazil","M"
2259,1200,"Manufacturing","Zsolt Felcsuti",51,"Hungary","Unknown","Manufacturing","Hungary","M"
2259,1200,"Fashion & Retail","Ben Francis",30,"United Kingdom","Birmingham","Fitness clothing","United Kingdom","M"
2259,1200,"Fashion & Retail","Gary Friedman",65,"United States","Belvedere","Furniture retail","United States","M"
2259,1200,"Metals & Mining","Dan Gertler",49,"Israel","Bnei Brak","Mining","Israel","M"
2259,1200,"Manufacturing","Balkrishan Goenka",56,"India","Mumbai","Textiles","India","M"
2259,1200,"Finance & Investments","Lawrence Golub",63,"United States","New York","Private equity","United States","M"
2259,1200,"Manufacturing","Saroj Rani Gupta",72,"India","Delhi","Steel tubes","India","F"
2259,1200,"Technology","Anthony Hall",67,"Australia","Melbourne","Technology","Australia","M"
2259,1200,"Construction & Engineering","Fahed Hariri",42,"United Kingdom","London","Construction, investments","Lebanon","M"
2259,1200,"Fashion & Retail","Richard Hayne",75,"United States","Philadelphia","Urban Outfitters","United States","M"
2259,1200,"Finance & Investments","Michael Heine",73,"Australia","Melbourne","Financial services","Australia","M"
2259,1200,"Technology","Orion Hindawi",43,"United States","Seattle","Software","United States","M"
2259,1200,"Gambling & Casinos","Lawrence Ho",46,"Hong Kong","Hong Kong","Casinos","Hong Kong","M"
2259,1200,"Fashion & Retail","Huang Guanlin",58,"China","Ningbo","Textiles, apparel","China","M"
2259,1200,"Technology","Sam Hupert",68,"Australia","Melbourne","Technology","Australia","M"
2259,1200,"Telecom","Mohammed Ibrahim",76,"United Kingdom","London","Communications","United Kingdom","M"
2259,1200,"Food & Beverage","Shirley Kao",66,"Taiwan","Tainan","Food & beverage retailing","Taiwan","F"
2259,1200,"Finance & Investments","David Kaplan",55,"United States","Los Angeles","Finance","United States","M"
2259,1200,"Fashion & Retail","Kim Kardashian",42,"United States","Hidden Hills","Shapewear, cosmetics, reality TV","United States","F"
2259,1200,"Manufacturing","Ke Guihua",57,"China","Shanghai","Auto parts","China","M"
2259,1200,"Healthcare","Ke Yunfeng & family",56,"China","Guangzhou","Retailing","China","M"
2259,1200,"Real Estate","Alexander Klyachin",55,"Russia","Moscow","Real estate","Russia","M"
2259,1200,"Manufacturing","Christine Knauf",65,"Germany","Berlin","Building materials","Germany","F"
2259,1200,"Manufacturing","Karl Knauf",65,"Germany","Iphofen","Building materials","Germany","M"
2259,1200,"Automotive","Suresh Krishna",86,"India","Chennai","Auto parts","India","M"
2259,1200,"Media & Entertainment","Guy Laliberté",63,"Canada","Montreal","Cirque du Soleil","Canada","M"
2259,1200,"Technology","Lee Su-jin",45,"South Korea","Unknown","Hospitality","South Korea","M"
2259,1200,"Manufacturing","Li Guoqing",53,"China","Hangzhou","Petro Fibre","China","M"
2259,1200,"Healthcare","Li Li",59,"China","Shenzhen","Pharmaceuticals","China","M"
2259,1200,"Healthcare","Li Ruiqiang",43,"China","Beijing","Medical services","China","M"
2259,1200,"Manufacturing","Zhen Li & family",59,"China","Hefei","Lithium batteries","China","M"
2259,1200,"Manufacturing","Guangwei Liang",59,"China","Shenzhen","Conglomerate","China","M"
2259,1200,"Energy","Liu Ming Hui",60,"Hong Kong","Hong Kong","Natural gas distribution","China","M"
2259,1200,"Technology","Frederic Luddy",68,"United States","San Diego","Software","United States","M"
2259,1200,"Food & Beverage","Cargill MacMillan, III.",63,"United States","Boulder","Cargill","United States","M"
2259,1200,"Food & Beverage","John MacMillan",73,"United States","Plymouth","Cargill","United States","M"
2259,1200,"Food & Beverage","Martha MacMillan",71,"United States","Orono","Cargill","United States","F"
2259,1200,"Food & Beverage","William MacMillan",68,"United States","Englewood","Cargill","United States","M"
2259,1200,"Diversified","Keshub Mahindra",99,"India","Mumbai","Diversified","India","M"
2259,1200,"Manufacturing","Mao Zhongwu",60,"China","Changsha","Manufacturing","China","M"
2259,1200,"Construction & Engineering","Jorge Mas",60,"United States","Miami","Construction","United States","M"
2259,1200,"Diversified","Lorinc Meszaros",57,"Hungary","Felcsút","Diversified","Hungary","M"
2259,1200,"Technology","Jeffrey Michael & family",66,"United States","Minnetonka","Data management","United States","M"
2259,1200,"Healthcare","Alan Miller & family",85,"United States","Lower Merion","Healthcare services","United States","M"
2259,1200,"Diversified","Neide Helena de Moraes",68,"Brazil","Sao Paulo","Diversified","Brazil","F"
2259,1200,"Finance & Investments","Scott Nuttall",50,"United States","New York","Private equity","United States","M"
2259,1200,"Food & Beverage","Axel Oberwelland & family",56,"Germany","Berlin","Candy","Germany","M"
2259,1200,"Technology","Jonathan Oringer",48,"United States","Miami Beach","Stock photos","United States","M"
2259,1200,"Food & Beverage","Vitaly Orlov",58,"Russia","Murmansk","Fisheries","Russia","M"
2259,1200,"Real Estate","Jose Isaac Peres & family",82,"Brazil","Rio de Janeiro","Shopping malls","Brazil","M"
2259,1200,"Media & Entertainment","Markus Persson",43,"Sweden","Stockholm","Computer games","Sweden","M"
2259,1200,"Technology","Mark Pincus",57,"United States","San Francisco","Online games","United States","M"
2259,1200,"Diversified","Murdaya Poo",82,"Indonesia","Jakarta","Diversified","Indonesia","M"
2259,1200,"Healthcare","Forrest Preston",90,"United States","Cleveland","Health care","United States","M"
2259,1200,"Food & Beverage","Qian Ying",57,"China","Nanyang","Pig breeding","China","F"
2259,1200,"Manufacturing","Jimmy Rane",76,"United States","Abbeville","Lumber","United States","M"
2259,1200,"Finance & Investments","Andrei Rappoport",59,"Switzerland","Lugano","Investments","Russia","M"
2259,1200,"Food & Beverage","Hugo Ribeiro & family",67,"Brazil","Rondonopolis","Agribusiness","Brazil","M"
2259,1200,"Finance & Investments","Bennett Rosenthal",59,"United States","Los Angeles","Finance","United States","M"
2259,1200,"Real Estate","Atul Ruia",52,"India","Mumbai","Real estate","India","M"
2259,1200,"Finance & Investments","Thomas Sandell",62,"United Kingdom","London","Hedge funds","Sweden","M"
2259,1200,"Food & Beverage","Francesco Saputo",72,"Canada","Montreal","Cheese","Canada","M"
2259,1200,"Construction & Engineering","Dhruv Sawhney",78,"United Arab Emirates","Dubai","Engineering, sugar","India","M"
2259,1200,"Finance & Investments","Gerald Schwartz",81,"Canada","Toronto","Finance","Canada","M"
2259,1200,"Fashion & Retail","Antonio Luiz Seabra",80,"United Kingdom","London","Cosmetics","Brazil","M"
2259,1200,"Technology","Eric Ya Shen",52,"China","Guangzhou","Online apparel retail","China","M"
2259,1200,"Technology","Sytse 'Sid' Sijbrandij",43,"United States","San Francisco","Software","Netherlands","M"
2259,1200,"Automotive","Alexander Sixt",43,"Germany","Munich","Car rentals","Germany","M"
2259,1200,"Automotive","Konstantin Sixt",40,"Germany","Munich","Car rentals","Germany","M"
2259,1200,"Energy","Edwin Soeryadjaya",73,"Indonesia","Jakarta","Coal, investments","Indonesia","M"
2259,1200,"Healthcare","Abhay Soi",49,"India","Mumbai","Healthcare","India","M"
2259,1200,"Technology","Mike Speiser",52,"United Kingdom","London","Software","United States","M"
2259,1200,"Construction & Engineering","Marco Squinzi",51,"Italy","Milan","Chemical products","Italy","M"
2259,1200,"Construction & Engineering","Veronica Squinzi",51,"Italy","Milan","Chemical products","Italy","F"
2259,1200,"Finance & Investments","Michael Steinhardt",82,"United States","Mount Kisco","Hedge funds","United States","M"
2259,1200,"Technology","Ion Stoica",58,"United States","Berkeley","Data analytics","Romania","M"
2259,1200,"Metals & Mining","Eddy Sugianto",77,"Indonesia","Jakarta","Coal","Indonesia","M"
2259,1200,"Manufacturing","Luc Tack",61,"Belgium","Deinze","Textile, chemicals","Belgium","M"
2259,1200,"Food & Beverage","Tony Tan Caktiong",70,"Philippines","Manila","Food","Philippines","M"
2259,1200,"Manufacturing","Xiuguo Tang",59,"China","Changsha","Manufacturing","China","M"
2259,1200,"Real Estate","Sam Tarascio",78,"Australia","Melbourne","Real estate","Australia","M"
2259,1200,"Finance & Investments","Lina Tombolato",75,"Italy","Tombolo","Financial services","Italy","F"
2259,1200,"Manufacturing","Ching Bor Tung",60,"China","Dongguan","Manufacturing","China","M"
2259,1200,"Media & Entertainment","Joop van den Ende",81,"Netherlands","Baarn","TV shows","Netherlands","M"
2259,1200,"Finance & Investments","Ruben Vardanyan & family",54,"Armenia","Erevan","Investment banking","Armenia","M"
2259,1200,"Fashion & Retail","Sandro Veronesi & family",63,"Italy","Milan","Fashion","Italy","M"
2259,1200,"Real Estate","Thongma Vijitpongpun",65,"Thailand","Bangkok","Real estate","Thailand","M"
2259,1200,"Finance & Investments","Thomas von Koch",57,"Hong Kong","Hong Kong","Asset management","Sweden","M"
2259,1200,"Healthcare","Wang Fuji",59,"China","Zhangzhou","Pharmaceuticals","China","M"
2259,1200,"Manufacturing","Wang Shih-Chung",61,"Taiwan","Taipei","Pneumatic equipments","Taiwan","M"
2259,1200,"Manufacturing","Wang Xiaoshen",54,"China","Urumchi","Lithium","China","M"
2259,1200,"Diversified","J. Wayne Weaver",87,"United States","Jacksonville","Shoes","United States","M"
2259,1200,"Food & Beverage","Drorit Wertheim",67,"Israel","Bnei Atarot","Coca Cola Israel","Israel","F"
2259,1200,"Finance & Investments","Cameron Winklevoss",41,"United States","New York","Cryptocurrency","United States","M"
2259,1200,"Finance & Investments","Tyler Winklevoss",41,"United States","New York","Cryptocurrency","United States","M"
2259,1200,"Manufacturing","Wu Chung-yi",67,"Taiwan","Chang Hwa County","Manufacturing","Taiwan","M"
2259,1200,"Finance & Investments","Eugene Wu",77,"Taiwan","Taipei","Finance","Taiwan","M"
2259,1200,"Fashion & Retail","Wu Yonghua",52,"China","Xiamen","Apparel","China","M"
2259,1200,"Manufacturing","Xia Xinde",58,"China","Guangzhou","Batteries","China","M"
2259,1200,"Manufacturing","Wenbo Xiang",60,"China","Changsha","Manufacturing","China","M"
