Crash,Distracted,Age
47133,Not Distracted,70+
47134,Not Distracted,70+
47135,Not Distracted,70+
47136,Not Distracted,70+
47137,Not Distracted,70+
47138,Not Distracted,70+
47139,Not Distracted,70+
47140,Not Distracted,70+
47141,Not Distracted,70+
47142,Not Distracted,70+
47143,Not Distracted,70+
47144,Not Distracted,70+
47145,Not Distracted,70+
47146,Not Distracted,70+
47147,Not Distracted,70+
47148,Not Distracted,70+
47149,Not Distracted,70+
47150,Not Distracted,70+
47151,Not Distracted,70+
47152,Not Distracted,70+
47153,Not Distracted,70+
47154,Not Distracted,70+
47155,Not Distracted,70+
47156,Not Distracted,70+
47157,Not Distracted,70+
47158,Not Distracted,70+
47159,Not Distracted,70+
47160,Not Distracted,70+
47161,Not Distracted,70+
47162,Not Distracted,70+
47163,Not Distracted,70+
47164,Not Distracted,70+
47165,Not Distracted,70+
47166,Not Distracted,70+
47167,Not Distracted,70+
47168,Not Distracted,70+
47169,Not Distracted,70+
47170,Not Distracted,70+
47171,Not Distracted,70+
47172,Not Distracted,70+
47173,Not Distracted,70+
47174,Not Distracted,70+
47175,Not Distracted,70+
47176,Not Distracted,70+
47177,Not Distracted,70+
47178,Not Distracted,70+
47179,Not Distracted,70+
47180,Not Distracted,70+
47181,Not Distracted,70+
47182,Not Distracted,70+
47183,Not Distracted,70+
47184,Not Distracted,70+
47185,Not Distracted,70+
47186,Not Distracted,70+
47187,Not Distracted,70+
47188,Not Distracted,70+
47189,Not Distracted,70+
47190,Not Distracted,70+
47191,Not Distracted,70+
47192,Not Distracted,70+
47193,Not Distracted,70+
47194,Not Distracted,70+
47195,Not Distracted,70+
47196,Not Distracted,70+
47197,Not Distracted,70+
47198,Not Distracted,70+
47199,Not Distracted,70+
47200,Not Distracted,70+
47201,Not Distracted,70+
47202,Not Distracted,70+
47203,Not Distracted,70+
47204,Not Distracted,70+
47205,Not Distracted,70+
47206,Not Distracted,70+
47207,Not Distracted,70+
47208,Not Distracted,70+
47209,Not Distracted,70+
47210,Not Distracted,70+
47211,Not Distracted,70+
47212,Not Distracted,70+
47213,Not Distracted,70+
47214,Not Distracted,70+
47215,Not Distracted,70+
47216,Not Distracted,70+
47217,Not Distracted,70+
47218,Not Distracted,70+
47219,Not Distracted,70+
47220,Not Distracted,70+
47221,Not Distracted,70+
47222,Not Distracted,70+
47223,Not Distracted,70+
47224,Not Distracted,70+
47225,Not Distracted,70+
47226,Not Distracted,70+
47227,Not Distracted,70+
47228,Not Distracted,70+
47229,Not Distracted,70+
47230,Not Distracted,70+
47231,Not Distracted,70+
47232,Not Distracted,70+
47233,Not Distracted,70+
47234,Not Distracted,70+
47235,Not Distracted,70+
47236,Not Distracted,70+
47237,Not Distracted,70+
47238,Not Distracted,70+
47239,Not Distracted,70+
47240,Not Distracted,70+
47241,Not Distracted,70+
47242,Not Distracted,70+
47243,Not Distracted,70+
47244,Not Distracted,70+
47245,Not Distracted,70+
47246,Not Distracted,70+
47247,Not Distracted,70+
47248,Not Distracted,70+
47249,Not Distracted,70+
47250,Not Distracted,70+
47251,Not Distracted,70+
47252,Not Distracted,70+
47253,Not Distracted,70+
47254,Not Distracted,70+
47255,Not Distracted,70+
47256,Not Distracted,70+
47257,Not Distracted,70+
47258,Not Distracted,70+
47259,Not Distracted,70+
47260,Not Distracted,70+
47261,Not Distracted,70+
47262,Not Distracted,70+
47263,Not Distracted,70+
47264,Not Distracted,70+
47265,Not Distracted,70+
47266,Not Distracted,70+
47267,Not Distracted,70+
47268,Not Distracted,70+
47269,Not Distracted,70+
47270,Not Distracted,70+
47271,Not Distracted,70+
47272,Not Distracted,70+
47273,Not Distracted,70+
47274,Not Distracted,70+
47275,Not Distracted,70+
47276,Not Distracted,70+
47277,Not Distracted,70+
47278,Not Distracted,70+
47279,Not Distracted,70+
47280,Not Distracted,70+
47281,Not Distracted,70+
47282,Not Distracted,70+
47283,Not Distracted,70+
47284,Not Distracted,70+
47285,Not Distracted,70+
47286,Not Distracted,70+
47287,Not Distracted,70+
47288,Not Distracted,70+
47289,Not Distracted,70+
47290,Not Distracted,70+
47291,Not Distracted,70+
47292,Not Distracted,70+
47293,Not Distracted,70+
47294,Not Distracted,70+
47295,Not Distracted,70+
47296,Not Distracted,70+
47297,Not Distracted,70+
47298,Not Distracted,70+
47299,Not Distracted,70+
47300,Not Distracted,70+
47301,Not Distracted,70+
47302,Not Distracted,70+
47303,Not Distracted,70+
47304,Not Distracted,70+
47305,Not Distracted,70+
47306,Not Distracted,70+
47307,Not Distracted,70+
47308,Not Distracted,70+
47309,Not Distracted,70+
47310,Not Distracted,70+
47311,Not Distracted,70+
47312,Not Distracted,70+
47313,Not Distracted,70+
47314,Not Distracted,70+
47315,Not Distracted,70+
47316,Not Distracted,70+
47317,Not Distracted,70+
47318,Not Distracted,70+
47319,Not Distracted,70+
47320,Not Distracted,70+
47321,Not Distracted,70+
47322,Not Distracted,70+
47323,Not Distracted,70+
47324,Not Distracted,70+
47325,Not Distracted,70+
47326,Not Distracted,70+
47327,Not Distracted,70+
47328,Not Distracted,70+
47329,Not Distracted,70+
47330,Not Distracted,70+
47331,Not Distracted,70+
47332,Not Distracted,70+
47333,Not Distracted,70+
47334,Not Distracted,70+
47335,Not Distracted,70+
47336,Not Distracted,70+
47337,Not Distracted,70+
47338,Not Distracted,70+
47339,Not Distracted,70+
47340,Not Distracted,70+
47341,Not Distracted,70+
47342,Not Distracted,70+
47343,Not Distracted,70+
47344,Not Distracted,70+
47345,Not Distracted,70+
47346,Not Distracted,70+
47347,Not Distracted,70+
47348,Not Distracted,70+
47349,Not Distracted,70+
47350,Not Distracted,70+
47351,Not Distracted,70+
47352,Not Distracted,70+
47353,Not Distracted,70+
47354,Not Distracted,70+
47355,Not Distracted,70+
47356,Not Distracted,70+
47357,Not Distracted,70+
47358,Not Distracted,70+
47359,Not Distracted,70+
47360,Not Distracted,70+
47361,Not Distracted,70+
47362,Not Distracted,70+
47363,Not Distracted,70+
47364,Not Distracted,70+
47365,Not Distracted,70+
47366,Not Distracted,70+
47367,Not Distracted,70+
47368,Not Distracted,70+
47369,Not Distracted,70+
47370,Not Distracted,70+
47371,Not Distracted,70+
47372,Not Distracted,70+
47373,Not Distracted,70+
47374,Not Distracted,70+
47375,Not Distracted,70+
47376,Not Distracted,70+
47377,Not Distracted,70+
47378,Not Distracted,70+
47379,Not Distracted,70+
47380,Not Distracted,70+
47381,Not Distracted,70+
47382,Not Distracted,70+
47383,Not Distracted,70+
47384,Not Distracted,70+
47385,Not Distracted,70+
47386,Not Distracted,70+
47387,Not Distracted,70+
47388,Not Distracted,70+
47389,Not Distracted,70+
47390,Not Distracted,70+
47391,Not Distracted,70+
47392,Not Distracted,70+
47393,Not Distracted,70+
47394,Not Distracted,70+
47395,Not Distracted,70+
47396,Not Distracted,70+
47397,Not Distracted,70+
47398,Not Distracted,70+
47399,Not Distracted,70+
47400,Not Distracted,70+
47401,Not Distracted,70+
47402,Not Distracted,70+
47403,Not Distracted,70+
47404,Not Distracted,70+
47405,Not Distracted,70+
47406,Not Distracted,70+
47407,Not Distracted,70+
47408,Not Distracted,70+
47409,Not Distracted,70+
47410,Not Distracted,70+
47411,Not Distracted,70+
47412,Not Distracted,70+
47413,Not Distracted,70+
47414,Not Distracted,70+
47415,Not Distracted,70+
47416,Not Distracted,70+
47417,Not Distracted,70+
47418,Not Distracted,70+
47419,Not Distracted,70+
47420,Not Distracted,70+
47421,Not Distracted,70+
47422,Not Distracted,70+
47423,Not Distracted,70+
47424,Not Distracted,70+
47425,Not Distracted,70+
47426,Not Distracted,70+
47427,Not Distracted,70+
47428,Not Distracted,70+
47429,Not Distracted,70+
47430,Not Distracted,70+
47431,Not Distracted,70+
47432,Not Distracted,70+
47433,Not Distracted,70+
47434,Not Distracted,70+
47435,Not Distracted,70+
47436,Not Distracted,70+
47437,Not Distracted,70+
47438,Not Distracted,70+
47439,Not Distracted,70+
47440,Not Distracted,70+
47441,Not Distracted,70+
47442,Not Distracted,70+
47443,Not Distracted,70+
47444,Not Distracted,70+
47445,Not Distracted,70+
47446,Not Distracted,70+
47447,Not Distracted,70+
47448,Not Distracted,70+
47449,Not Distracted,70+
47450,Not Distracted,70+
47451,Not Distracted,70+
47452,Not Distracted,70+
47453,Not Distracted,70+
47454,Not Distracted,70+
47455,Not Distracted,70+
47456,Not Distracted,70+
47457,Not Distracted,70+
47458,Not Distracted,70+
47459,Not Distracted,70+
47460,Not Distracted,70+
47461,Not Distracted,70+
47462,Not Distracted,70+
47463,Not Distracted,70+
47464,Not Distracted,70+
47465,Not Distracted,70+
47466,Not Distracted,70+
47467,Not Distracted,70+
47468,Not Distracted,70+
47469,Not Distracted,70+
47470,Not Distracted,70+
47471,Not Distracted,70+
47472,Not Distracted,70+
47473,Not Distracted,70+
47474,Not Distracted,70+
47475,Not Distracted,70+
47476,Not Distracted,70+
47477,Not Distracted,70+
47478,Not Distracted,70+
47479,Not Distracted,70+
47480,Not Distracted,70+
47481,Not Distracted,70+
47482,Not Distracted,70+
47483,Not Distracted,70+
47484,Not Distracted,70+
47485,Not Distracted,70+
47486,Not Distracted,70+
47487,Not Distracted,70+
47488,Not Distracted,70+
47489,Not Distracted,70+
47490,Not Distracted,70+
47491,Not Distracted,70+
47492,Not Distracted,70+
47493,Not Distracted,70+
47494,Not Distracted,70+
47495,Not Distracted,70+
47496,Not Distracted,70+
47497,Not Distracted,70+
47498,Not Distracted,70+
47499,Not Distracted,70+
47500,Not Distracted,70+
47501,Not Distracted,70+
47502,Not Distracted,70+
47503,Not Distracted,70+
47504,Not Distracted,70+
47505,Not Distracted,70+
47506,Not Distracted,70+
47507,Not Distracted,70+
47508,Not Distracted,70+
47509,Not Distracted,70+
47510,Not Distracted,70+
47511,Not Distracted,70+
47512,Not Distracted,70+
47513,Not Distracted,70+
47514,Not Distracted,70+
47515,Not Distracted,70+
47516,Not Distracted,70+
47517,Not Distracted,70+
47518,Not Distracted,70+
47519,Not Distracted,70+
47520,Not Distracted,70+
47521,Not Distracted,70+
47522,Not Distracted,70+
47523,Not Distracted,70+
47524,Not Distracted,70+
47525,Not Distracted,70+
47526,Not Distracted,70+
47527,Not Distracted,70+
47528,Not Distracted,70+
47529,Not Distracted,70+
47530,Not Distracted,70+
47531,Not Distracted,70+
47532,Not Distracted,70+
47533,Not Distracted,70+
47534,Not Distracted,70+
47535,Not Distracted,70+
47536,Not Distracted,70+
47537,Not Distracted,70+
47538,Not Distracted,70+
47539,Not Distracted,70+
47540,Not Distracted,70+
47541,Not Distracted,70+
47542,Not Distracted,70+
47543,Not Distracted,70+
47544,Not Distracted,70+
47545,Not Distracted,70+
47546,Not Distracted,70+
47547,Not Distracted,70+
47548,Not Distracted,70+
47549,Not Distracted,70+
47550,Not Distracted,70+
47551,Not Distracted,70+
47552,Not Distracted,70+
47553,Not Distracted,70+
47554,Not Distracted,70+
47555,Not Distracted,70+
47556,Not Distracted,70+
47557,Not Distracted,70+
47558,Not Distracted,70+
47559,Not Distracted,70+
47560,Not Distracted,70+
47561,Not Distracted,70+
47562,Not Distracted,70+
47563,Not Distracted,70+
47564,Not Distracted,70+
47565,Not Distracted,70+
47566,Not Distracted,70+
47567,Not Distracted,70+
47568,Not Distracted,70+
47569,Not Distracted,70+
47570,Not Distracted,70+
47571,Not Distracted,70+
47572,Not Distracted,70+
47573,Not Distracted,70+
47574,Not Distracted,70+
47575,Not Distracted,70+
47576,Not Distracted,70+
47577,Not Distracted,70+
47578,Not Distracted,70+
47579,Not Distracted,70+
47580,Not Distracted,70+
47581,Not Distracted,70+
47582,Not Distracted,70+
47583,Not Distracted,70+
47584,Not Distracted,70+
47585,Not Distracted,70+
47586,Not Distracted,70+
47587,Not Distracted,70+
47588,Not Distracted,70+
47589,Not Distracted,70+
47590,Not Distracted,70+
47591,Not Distracted,70+
47592,Not Distracted,70+
47593,Not Distracted,70+
47594,Not Distracted,70+
47595,Not Distracted,70+
47596,Not Distracted,70+
47597,Not Distracted,70+
47598,Not Distracted,70+
47599,Not Distracted,70+
47600,Not Distracted,70+
47601,Not Distracted,70+
47602,Not Distracted,70+
47603,Not Distracted,70+
47604,Not Distracted,70+
47605,Not Distracted,70+
47606,Not Distracted,70+
47607,Not Distracted,70+
47608,Not Distracted,70+
47609,Not Distracted,70+
47610,Not Distracted,70+
47611,Not Distracted,70+
47612,Not Distracted,70+
47613,Not Distracted,70+
47614,Not Distracted,70+
47615,Not Distracted,70+
47616,Not Distracted,70+
47617,Not Distracted,70+
47618,Not Distracted,70+
47619,Not Distracted,70+
47620,Not Distracted,70+
47621,Not Distracted,70+
47622,Not Distracted,70+
47623,Not Distracted,70+
47624,Not Distracted,70+
47625,Not Distracted,70+
47626,Not Distracted,70+
47627,Not Distracted,70+
47628,Not Distracted,70+
47629,Not Distracted,70+
47630,Not Distracted,70+
47631,Not Distracted,70+
47632,Not Distracted,70+
47633,Not Distracted,70+
47634,Not Distracted,70+
47635,Not Distracted,70+
47636,Not Distracted,70+
47637,Not Distracted,70+
47638,Not Distracted,70+
47639,Not Distracted,70+
47640,Not Distracted,70+
47641,Not Distracted,70+
47642,Not Distracted,70+
47643,Not Distracted,70+
47644,Not Distracted,70+
47645,Not Distracted,70+
47646,Not Distracted,70+
47647,Not Distracted,70+
47648,Not Distracted,70+
47649,Not Distracted,70+
47650,Not Distracted,70+
47651,Not Distracted,70+
47652,Not Distracted,70+
47653,Not Distracted,70+
47654,Not Distracted,70+
47655,Not Distracted,70+
47656,Not Distracted,70+
47657,Not Distracted,70+
47658,Not Distracted,70+
47659,Not Distracted,70+
47660,Not Distracted,70+
47661,Not Distracted,70+
47662,Not Distracted,70+
47663,Not Distracted,70+
47664,Not Distracted,70+
47665,Not Distracted,70+
47666,Not Distracted,70+
47667,Not Distracted,70+
47668,Not Distracted,70+
47669,Not Distracted,70+
47670,Not Distracted,70+
47671,Not Distracted,70+
47672,Not Distracted,70+
47673,Not Distracted,70+
47674,Not Distracted,70+
47675,Not Distracted,70+
47676,Not Distracted,70+
47677,Not Distracted,70+
47678,Not Distracted,70+
47679,Not Distracted,70+
47680,Not Distracted,70+
47681,Not Distracted,70+
47682,Not Distracted,70+
47683,Not Distracted,70+
47684,Not Distracted,70+
47685,Not Distracted,70+
47686,Not Distracted,70+
47687,Not Distracted,70+
47688,Not Distracted,70+
47689,Not Distracted,70+
47690,Not Distracted,70+
47691,Not Distracted,70+
47692,Not Distracted,70+
47693,Not Distracted,70+
47694,Not Distracted,70+
47695,Not Distracted,70+
47696,Not Distracted,70+
47697,Not Distracted,70+
47698,Not Distracted,70+
47699,Not Distracted,70+
47700,Not Distracted,70+
47701,Not Distracted,70+
47702,Not Distracted,70+
47703,Not Distracted,70+
47704,Not Distracted,70+
47705,Not Distracted,70+
47706,Not Distracted,70+
47707,Not Distracted,70+
47708,Not Distracted,70+
47709,Not Distracted,70+
47710,Not Distracted,70+
47711,Not Distracted,70+
47712,Not Distracted,70+
47713,Not Distracted,70+
47714,Not Distracted,70+
47715,Not Distracted,70+
47716,Not Distracted,70+
47717,Not Distracted,70+
47718,Not Distracted,70+
47719,Not Distracted,70+
47720,Not Distracted,70+
47721,Not Distracted,70+
47722,Not Distracted,70+
47723,Not Distracted,70+
47724,Not Distracted,70+
47725,Not Distracted,70+
47726,Not Distracted,70+
47727,Not Distracted,70+
47728,Not Distracted,70+
47729,Not Distracted,70+
47730,Not Distracted,70+
47731,Not Distracted,70+
47732,Not Distracted,70+
47733,Not Distracted,70+
47734,Not Distracted,70+
47735,Not Distracted,70+
47736,Not Distracted,70+
47737,Not Distracted,70+
47738,Not Distracted,70+
47739,Not Distracted,70+
47740,Not Distracted,70+
47741,Not Distracted,70+
47742,Not Distracted,70+
47743,Not Distracted,70+
47744,Not Distracted,70+
47745,Not Distracted,70+
47746,Not Distracted,70+
47747,Not Distracted,70+
47748,Not Distracted,70+
47749,Not Distracted,70+
47750,Not Distracted,70+
47751,Not Distracted,70+
47752,Not Distracted,70+
47753,Not Distracted,70+
47754,Not Distracted,70+
47755,Not Distracted,70+
47756,Not Distracted,70+
47757,Not Distracted,70+
47758,Not Distracted,70+
47759,Not Distracted,70+
47760,Not Distracted,70+
47761,Not Distracted,70+
47762,Not Distracted,70+
47763,Not Distracted,70+
47764,Not Distracted,70+
47765,Not Distracted,70+
47766,Not Distracted,70+
47767,Not Distracted,70+
47768,Not Distracted,70+
47769,Not Distracted,70+
47770,Not Distracted,70+
47771,Not Distracted,70+
47772,Not Distracted,70+
47773,Not Distracted,70+
47774,Not Distracted,70+
47775,Not Distracted,70+
47776,Not Distracted,70+
47777,Not Distracted,70+
47778,Not Distracted,70+
47779,Not Distracted,70+
47780,Not Distracted,70+
47781,Not Distracted,70+
47782,Not Distracted,70+
47783,Not Distracted,70+
47784,Not Distracted,70+
47785,Not Distracted,70+
47786,Not Distracted,70+
47787,Not Distracted,70+
47788,Not Distracted,70+
47789,Not Distracted,70+
47790,Not Distracted,70+
47791,Not Distracted,70+
47792,Not Distracted,70+
47793,Not Distracted,70+
47794,Not Distracted,70+
47795,Not Distracted,70+
47796,Not Distracted,70+
47797,Not Distracted,70+
47798,Not Distracted,70+
47799,Not Distracted,70+
47800,Not Distracted,70+
47801,Not Distracted,70+
47802,Not Distracted,70+
47803,Not Distracted,70+
47804,Not Distracted,70+
47805,Not Distracted,70+
47806,Not Distracted,70+
47807,Not Distracted,70+
47808,Not Distracted,70+
47809,Not Distracted,70+
47810,Not Distracted,70+
47811,Not Distracted,70+
47812,Not Distracted,70+
47813,Not Distracted,70+
47814,Not Distracted,70+
47815,Not Distracted,70+
47816,Not Distracted,70+
47817,Not Distracted,70+
47818,Not Distracted,70+
47819,Not Distracted,70+
47820,Not Distracted,70+
47821,Not Distracted,70+
47822,Not Distracted,70+
47823,Not Distracted,70+
47824,Not Distracted,70+
47825,Not Distracted,70+
47826,Not Distracted,70+
47827,Not Distracted,70+
47828,Not Distracted,70+
47829,Not Distracted,70+
47830,Not Distracted,70+
47831,Not Distracted,70+
47832,Not Distracted,70+
47833,Not Distracted,70+
47834,Not Distracted,70+
47835,Not Distracted,70+
